priority_rank,canonical_condition,canonical_condition_id,variant_id,question_id,question_text,contexts,source,reuse_bank_count,current_selection_level,current_urgency,default_selected,required,red_flag,clinical_rationale,follow_up_behavior,current_branching,feedback_action,proposed_text,proposed_selection_level,proposed_urgency,proposed_branching,reviewer,reviewed_at,rationale,disposition,accepted_by,accepted_at,feedback_id,row_type,bank_id,current_bank_version,current_question_version
61,Parkinson Disease,parkinson_disease,,ccm.parkinson.wearing_off,"If you use Parkinson medicine, does its benefit wear off before the next dose?",intake; monthly_checkin; care_plan_review,new,1,recommended,soon,true,false,false,Identifies a treatment-timing problem without assuming a particular medicine.,A yes response creates a soon clinical-review flag.,"{""displayWhen"":[],""followUpTriggers"":[{""id"":""ccm-parkinson-wearing_off-yes"",""when"":{""operator"":""equals"",""value"":true},""actions"":[{""type"":""flag_for_review"",""code"":""parkinson_treatment_wearing_off"",""urgency"":""soon"",""providerNotification"":true}]}]}",,,,,,,,,pending,,,question:parkinson_disease:base:ccm.parkinson.wearing_off,question,ccm-bank.parkinson_disease,1,1
61,Parkinson Disease,parkinson_disease,,ccm.parkinson.swallowing,Have you had new trouble swallowing food or drinks?,intake; monthly_checkin; care_plan_review,new,1,recommended,same_day,true,false,true,Screens for swallowing decline that may increase aspiration and nutrition risk.,A yes response creates a same_day clinical-review flag.,"{""displayWhen"":[],""followUpTriggers"":[{""id"":""ccm-parkinson-swallowing-yes"",""when"":{""operator"":""equals"",""value"":true},""actions"":[{""type"":""flag_for_review"",""code"":""new_swallowing_difficulty_parkinson"",""urgency"":""same_day"",""providerNotification"":true}]}]}",,,,,,,,,pending,,,question:parkinson_disease:base:ccm.parkinson.swallowing,question,ccm-bank.parkinson_disease,1,1
61,Parkinson Disease,parkinson_disease,,ccm.falls.had_fall,Have you fallen since the last review?,intake; monthly_checkin; care_plan_review; annual_review,existing,32,recommended,,true,false,false,Reuses an established CCM question whose wording and intent fit this condition bank.,Apply the established reusable-question branching and follow-up rules.,"{""displayWhen"":[],""followUpTriggers"":[{""id"":""fall-flow"",""when"":{""operator"":""equals"",""value"":true},""actions"":[{""type"":""show_questions"",""questionIds"":[""ccm.falls.date"",""ccm.falls.injury"",""ccm.falls.er_visit"",""ccm.falls.recurring""]}]}]}",,,,,,,,,pending,,,question:parkinson_disease:base:ccm.falls.had_fall,question,ccm-bank.parkinson_disease,1,1
61,Parkinson Disease,parkinson_disease,,ccm.function.daily_activity_difficulty,Are health problems making daily activities harder?,intake; monthly_checkin; care_plan_review; annual_review,existing,72,recommended,soon,true,false,false,Reuses an established CCM question whose wording and intent fit this condition bank.,Apply the established reusable-question branching and follow-up rules.,"{""displayWhen"":[],""followUpTriggers"":[{""id"":""function-review"",""when"":{""operator"":""equals"",""value"":true},""actions"":[{""type"":""flag_for_review"",""code"":""functional_decline"",""urgency"":""soon"",""providerNotification"":false}]}]}",,,,,,,,,pending,,,question:parkinson_disease:base:ccm.function.daily_activity_difficulty,question,ccm-bank.parkinson_disease,1,1
61,Parkinson Disease,parkinson_disease,,ccm.medication.has_issue,Are you having any problem taking or obtaining your medications?,intake; monthly_checkin; care_plan_review; annual_review,existing,78,recommended,,true,false,false,Reuses an established CCM question whose wording and intent fit this condition bank.,Apply the established reusable-question branching and follow-up rules.,"{""displayWhen"":[],""followUpTriggers"":[{""id"":""medication-issue-details"",""when"":{""operator"":""equals"",""value"":true},""actions"":[{""type"":""show_questions"",""questionIds"":[""ccm.medication.issue_reasons"",""ccm.medication.provider_aware""]}]}]}",,,,,,,,,pending,,,question:parkinson_disease:base:ccm.medication.has_issue,question,ccm-bank.parkinson_disease,1,1
61,Parkinson Disease,parkinson_disease,,ccm.specialist.pending_followup,"Is any specialist recommendation, test, or follow-up still incomplete?",intake; monthly_checkin; care_plan_review; annual_review,existing,47,optional,routine,false,false,false,Reuses an established CCM question whose wording and intent fit this condition bank.,Apply the established reusable-question branching and follow-up rules.,"{""displayWhen"":[],""followUpTriggers"":[{""id"":""ccm.specialist.pending_followup-task"",""when"":{""operator"":""equals"",""value"":true},""actions"":[{""type"":""create_care_coordination_task"",""code"":""ccm_specialist_pending_followup"",""urgency"":""routine""}]}]}",,,,,,,,,pending,,,question:parkinson_disease:base:ccm.specialist.pending_followup,question,ccm-bank.parkinson_disease,1,1
61,Parkinson Disease,parkinson_disease,,ccm.goal.priority,What health or daily-life goal matters most to you now?,intake; care_plan_review; annual_review,existing,79,optional,,false,false,false,Reuses an established CCM question whose wording and intent fit this condition bank.,Apply the established reusable-question branching and follow-up rules.,"{""displayWhen"":[],""followUpTriggers"":[]}",,,,,,,,,pending,,,question:parkinson_disease:base:ccm.goal.priority,question,ccm-bank.parkinson_disease,1,1
62,Asthma,asthma,,ccm.general.health_change,Has your health changed since the last review?,intake; monthly_checkin; care_plan_review; annual_review,existing,81,required,soon,true,true,false,Reuses an established CCM question whose wording and intent fit this condition bank.,Apply the established reusable-question branching and follow-up rules.,"{""displayWhen"":[],""followUpTriggers"":[{""id"":""general-health-worse"",""when"":{""operator"":""equals"",""value"":""worse""},""actions"":[{""type"":""flag_for_review"",""code"":""health_worsening"",""urgency"":""soon"",""providerNotification"":false}]}]}",,,,,,,,,pending,,,question:asthma:base:ccm.general.health_change,question,ccm-bank.asthma,1,1
62,Asthma,asthma,,ccm.symptom.shortness_of_breath,Are you having shortness of breath?,intake; monthly_checkin; care_plan_review; annual_review,existing,9,recommended,,true,false,false,Reuses an established CCM question whose wording and intent fit this condition bank.,Apply the established reusable-question branching and follow-up rules.,"{""displayWhen"":[],""followUpTriggers"":[{""id"":""shortness-of-breath-flow"",""when"":{""operator"":""equals"",""value"":true},""actions"":[{""type"":""show_questions"",""questionIds"":[""ccm.symptom.sob_onset"",""ccm.symptom.sob_severity"",""ccm.symptom.sob_worsening"",""ccm.symptom.sob_associated"",""ccm.symptom.sob_provider_notified""]}]}]}",,,,,,,,,pending,,,question:asthma:base:ccm.symptom.shortness_of_breath,question,ccm-bank.asthma,1,1
62,Asthma,asthma,,ccm.asthma.rescue_frequency,How many days in the past week did asthma symptoms require rescue medication?,intake; monthly_checkin; care_plan_review; annual_review,existing,1,recommended,soon,true,false,false,Reuses an established CCM question whose wording and intent fit this condition bank.,Apply the established reusable-question branching and follow-up rules.,"{""displayWhen"":[],""followUpTriggers"":[{""id"":""asthma-control-review"",""when"":{""operator"":""greater_than"",""value"":2},""actions"":[{""type"":""flag_for_review"",""code"":""asthma_not_well_controlled"",""urgency"":""soon"",""providerNotification"":true}]}]}",,,,,,,,,pending,,,question:asthma:base:ccm.asthma.rescue_frequency,question,ccm-bank.asthma,1,1
62,Asthma,asthma,,ccm.pulmonary.urgent_breathing,Are you short of breath at rest or unable to speak comfortably because of breathing difficulty?,intake; monthly_checkin; care_plan_review,new,5,recommended,urgent,true,false,true,Screens for severe respiratory compromise.,A yes response creates a urgent clinical-review flag.,"{""displayWhen"":[],""followUpTriggers"":[{""id"":""ccm-pulmonary-urgent_breathing-yes"",""when"":{""operator"":""equals"",""value"":true},""actions"":[{""type"":""flag_for_review"",""code"":""severe_breathing_difficulty"",""urgency"":""urgent"",""providerNotification"":true}]}]}",,,,,,,,,pending,,,question:asthma:base:ccm.pulmonary.urgent_breathing,question,ccm-bank.asthma,1,1
62,Asthma,asthma,,ccm.pulmonary.flare_treatment,"Have you needed an unplanned breathing treatment, antibiotic, or steroid since the last review?",intake; monthly_checkin; care_plan_review,new,4,recommended,,true,false,false,Captures exacerbation treatment and potential medication reconciliation needs.,Review a yes response during routine CCM follow-up.,"{""displayWhen"":[],""followUpTriggers"":[]}",,,,,,,,,pending,,,question:asthma:base:ccm.pulmonary.flare_treatment,question,ccm-bank.asthma,1,1
62,Asthma,asthma,,ccm.medication.has_issue,Are you having any problem taking or obtaining your medications?,intake; monthly_checkin; care_plan_review; annual_review,existing,78,recommended,,true,false,false,Reuses an established CCM question whose wording and intent fit this condition bank.,Apply the established reusable-question branching and follow-up rules.,"{""displayWhen"":[],""followUpTriggers"":[{""id"":""medication-issue-details"",""when"":{""operator"":""equals"",""value"":true},""actions"":[{""type"":""show_questions"",""questionIds"":[""ccm.medication.issue_reasons"",""ccm.medication.provider_aware""]}]}]}",,,,,,,,,pending,,,question:asthma:base:ccm.medication.has_issue,question,ccm-bank.asthma,1,1
62,Asthma,asthma,,ccm.treatment.plan_barrier,Is anything making it difficult to follow the care plan for this condition?,intake; monthly_checkin; care_plan_review,new,52,recommended,routine,true,false,false,"Identifies adherence, access, understanding, and feasibility barriers without assuming a specific treatment.",A yes response creates a routine coordinator task to identify and address the barrier.,"{""displayWhen"":[],""followUpTriggers"":[{""id"":""ccm-treatment-plan_barrier-task"",""when"":{""operator"":""equals"",""value"":true},""actions"":[{""type"":""create_care_coordination_task"",""code"":""condition_care_plan_barrier"",""urgency"":""routine""}]}]}",,,,,,,,,pending,,,question:asthma:base:ccm.treatment.plan_barrier,question,ccm-bank.asthma,1,1
62,Asthma,asthma,,ccm.function.daily_activity_difficulty,Are health problems making daily activities harder?,intake; monthly_checkin; care_plan_review; annual_review,existing,72,optional,soon,false,false,false,Reuses an established CCM question whose wording and intent fit this condition bank.,Apply the established reusable-question branching and follow-up rules.,"{""displayWhen"":[],""followUpTriggers"":[{""id"":""function-review"",""when"":{""operator"":""equals"",""value"":true},""actions"":[{""type"":""flag_for_review"",""code"":""functional_decline"",""urgency"":""soon"",""providerNotification"":false}]}]}",,,,,,,,,pending,,,question:asthma:base:ccm.function.daily_activity_difficulty,question,ccm-bank.asthma,1,1
62,Asthma,asthma,,ccm.goal.priority,What health or daily-life goal matters most to you now?,intake; care_plan_review; annual_review,existing,79,optional,,false,false,false,Reuses an established CCM question whose wording and intent fit this condition bank.,Apply the established reusable-question branching and follow-up rules.,"{""displayWhen"":[],""followUpTriggers"":[]}",,,,,,,,,pending,,,question:asthma:base:ccm.goal.priority,question,ccm-bank.asthma,1,1
63,Insomnia,insomnia,,ccm.general.health_change,Has your health changed since the last review?,intake; monthly_checkin; care_plan_review; annual_review,existing,81,required,soon,true,true,false,Reuses an established CCM question whose wording and intent fit this condition bank.,Apply the established reusable-question branching and follow-up rules.,"{""displayWhen"":[],""followUpTriggers"":[{""id"":""general-health-worse"",""when"":{""operator"":""equals"",""value"":""worse""},""actions"":[{""type"":""flag_for_review"",""code"":""health_worsening"",""urgency"":""soon"",""providerNotification"":false}]}]}",,,,,,,,,pending,,,question:insomnia:base:ccm.general.health_change,question,ccm-bank.insomnia,1,1
63,Insomnia,insomnia,,ccm.medication.has_issue,Are you having any problem taking or obtaining your medications?,intake; monthly_checkin; care_plan_review; annual_review,existing,78,recommended,,true,false,false,Reuses an established CCM question whose wording and intent fit this condition bank.,Apply the established reusable-question branching and follow-up rules.,"{""displayWhen"":[],""followUpTriggers"":[{""id"":""medication-issue-details"",""when"":{""operator"":""equals"",""value"":true},""actions"":[{""type"":""show_questions"",""questionIds"":[""ccm.medication.issue_reasons"",""ccm.medication.provider_aware""]}]}]}",,,,,,,,,pending,,,question:insomnia:base:ccm.medication.has_issue,question,ccm-bank.insomnia,1,1
63,Insomnia,insomnia,,ccm.function.daily_activity_difficulty,Are health problems making daily activities harder?,intake; monthly_checkin; care_plan_review; annual_review,existing,72,recommended,soon,true,false,false,Reuses an established CCM question whose wording and intent fit this condition bank.,Apply the established reusable-question branching and follow-up rules.,"{""displayWhen"":[],""followUpTriggers"":[{""id"":""function-review"",""when"":{""operator"":""equals"",""value"":true},""actions"":[{""type"":""flag_for_review"",""code"":""functional_decline"",""urgency"":""soon"",""providerNotification"":false}]}]}",,,,,,,,,pending,,,question:insomnia:base:ccm.function.daily_activity_difficulty,question,ccm-bank.insomnia,1,1
